"","HHCode","wave","pid","MatchingIssue","DataMissing","SpeciesName","Abundance","Invasive","regency","village","crop","hid"
"594","222,05",2012,NA,NA,NA,"Agrostistachys borneensis","3",0,NA,NA,NA,"246"
"595","222,05",2012,NA,NA,NA,"local name: Cempedak","1",0,NA,NA,NA,"246"
"596","222,05",2012,NA,NA,NA,"Dicranopteris linearis","4",1,NA,NA,NA,"246"
"597","222,05",2012,NA,NA,NA,"Panicum repens","26",0,NA,NA,NA,"246"
"598","222,06",2012,NA,NA,NA,"local name: Gawal-gawal","6",0,NA,NA,NA,"247"
"599","222,06",2012,NA,NA,NA,"Scleria levis","24",0,NA,NA,NA,"247"
"600","222,06",2012,NA,NA,NA,"Dicranopteris linearis","8",1,NA,NA,NA,"247"
"601","222,06",2012,NA,NA,NA,"Nephrolepis exaltata","72",0,NA,NA,NA,"247"
"602","222,06",2012,NA,NA,NA,"Panicum repens","32",0,NA,NA,NA,"247"
"603","222,06",2012,NA,NA,NA,"Paederia foetida","2",0,NA,NA,NA,"247"
"604","222,06",2012,NA,NA,NA,"local name: Secerek","2",0,NA,NA,NA,"247"
"605","222,06",2012,NA,NA,NA,"Scleria bancana","53",0,NA,NA,NA,"247"
"606","222,06",2012,NA,NA,NA,"Breynia stipitata","2",0,NA,NA,NA,"247"
"607","222,06",2012,NA,NA,NA,"Lygodium circinatum","4",0,NA,NA,NA,"247"
"608","222,06",2012,NA,NA,NA,"local name: Akar otan","1",0,NA,NA,NA,"247"
"609","222,06",2012,NA,NA,NA,"local name: Saga","2",0,NA,NA,NA,"247"
"610","222,06",2012,NA,NA,NA,"Aidia densiflora","13",0,NA,NA,NA,"247"
"611","222,06",2012,NA,NA,NA,"Girroniera nervosa","2",0,NA,NA,NA,"247"
"612","222,06",2012,NA,NA,NA,"Macaranga triloba","7",0,NA,NA,NA,"247"
"613","222,06",2012,NA,NA,NA,"Hevea brasiliensis","13",0,NA,NA,NA,"247"
"614","222,06",2012,NA,NA,NA,"Melastoma malabathricum","26",0,NA,NA,NA,"247"
"615","222,06",2012,NA,NA,NA,"Breynia oblongifolia","3",0,NA,NA,NA,"247"
"616","222,06",2012,NA,NA,NA,"Clidemia hirta","92",1,NA,NA,NA,"247"
"617","222,06",2012,NA,NA,NA,"Apocynaceae spec.","8",0,NA,NA,NA,"247"
"618","222,06",2012,NA,NA,NA,"Axonopus compressus","11",0,NA,NA,NA,"247"
"619","222,08",2012,NA,NA,NA,"Spermaococe latifolia","13",0,NA,NA,NA,"249"
"620","222,08",2012,NA,NA,NA,"Phyllanthus niruri","6",0,NA,NA,NA,"249"
"621","222,08",2012,NA,NA,NA,"Hevea brasiliensis","6",0,NA,NA,NA,"249"
"622","222,08",2012,NA,NA,NA,"local name: Liba","3",0,NA,NA,NA,"249"
"623","222,08",2012,NA,NA,NA,"Unident 11","1",0,NA,NA,NA,"249"
"624","222,08",2012,NA,NA,NA,"Unident 34","4",0,NA,NA,NA,"249"
"625","222,08",2012,NA,NA,NA,"Imperata cylindrica","34",0,NA,NA,NA,"249"
"626","222,08",2012,NA,NA,NA,"Axonopus compressus","64",0,NA,NA,NA,"249"
"627","222,08",2012,NA,NA,NA,"Dalbergia candenatensis","3",0,NA,NA,NA,"249"
"628","222,08",2012,NA,NA,NA,"local name: Kayu pule","1",0,NA,NA,NA,"249"
"629","222,08",2012,NA,NA,NA,"Lygodium circinatum","50",0,NA,NA,NA,"249"
"630","222,08",2012,NA,NA,NA,"Scleria bancana","14",0,NA,NA,NA,"249"
"631","222,08",2012,NA,NA,NA,"Clidemia hirta","70",1,NA,NA,NA,"249"
"632","222,08",2012,NA,NA,NA,"Lygodium salicifolium","23",0,NA,NA,NA,"249"
"633","222,08",2012,NA,NA,NA,"Lantana camara","8",0,NA,NA,NA,"249"
"634","222,08",2012,NA,NA,NA,"Centotheca lappacea","69",0,NA,NA,NA,"249"
"635","222,08",2012,NA,NA,NA,"Asystasia gangetica","52",1,NA,NA,NA,"249"
"636","222,08",2012,NA,NA,NA,"Paspalum conjugatum","16",0,NA,NA,NA,"249"
"637","222,08",2012,NA,NA,NA,"Melastoma malabathricum","53",0,NA,NA,NA,"249"
"638","222,08",2012,NA,NA,NA,"Dicranopteris linearis","25",1,NA,NA,NA,"249"
"639","222,08",2012,NA,NA,NA,"Pericampylus glaucus","2",0,NA,NA,NA,"249"
"640","222,08",2012,NA,NA,NA,"Nephrolepis exaltata","3",0,NA,NA,NA,"249"
"641","222,08",2012,NA,NA,NA,"Chromolaena odorata","3",0,NA,NA,NA,"249"
"642","222,08",2012,NA,NA,NA,"Borreria latifolia","9",0,NA,NA,NA,"249"
"643","222,08",2012,NA,NA,NA,"Macaranga gigantea","3",0,NA,NA,NA,"249"
"644","222,13",2012,NA,NA,NA,"Asplenium nidus","1",0,NA,NA,NA,"254"
"645","222,13",2012,NA,NA,NA,"Centotheca lappacea","9",0,NA,NA,NA,"254"
"646","222,13",2012,NA,NA,NA,"Axonopus compressus","11",0,NA,NA,NA,"254"
"647","222,13",2012,NA,NA,NA,"Asystasia gangetica","479",1,NA,NA,NA,"254"
"648","222,13",2012,NA,NA,NA,"Lygodium salicifolium","3",0,NA,NA,NA,"254"
"649","222,13",2012,NA,NA,NA,"Clidemia hirta","5",1,NA,NA,NA,"254"
"650","222,13",2012,NA,NA,NA,"Nephrolepis exaltata","3",0,NA,NA,NA,"254"
"651","222,13",2012,NA,NA,NA,"Lygodium circinatum","2",0,NA,NA,NA,"254"
"652","222,14",2012,NA,NA,NA,"Symplocos cochinchinensis","19",0,NA,NA,NA,"255_1"
"653","222,14",2012,NA,NA,NA,"Symplocos cochinchinensis","19",0,NA,NA,NA,"255"
"654","222,14",2012,NA,NA,NA,"Lygodium circinatum","25",0,NA,NA,NA,"255_1"
"655","222,14",2012,NA,NA,NA,"Lygodium circinatum","25",0,NA,NA,NA,"255"
"656","222,14",2012,NA,NA,NA,"Agrostistachys borneensis","1",0,NA,NA,NA,"255_1"
"657","222,14",2012,NA,NA,NA,"Agrostistachys borneensis","1",0,NA,NA,NA,"255"
"658","222,14",2012,NA,NA,NA,"Erycibe sp.1","37",0,NA,NA,NA,"255_1"
"659","222,14",2012,NA,NA,NA,"Erycibe sp.1","37",0,NA,NA,NA,"255"
"660","222,14",2012,NA,NA,NA,"Curculigo latifolia","5",0,NA,NA,NA,"255_1"
"661","222,14",2012,NA,NA,NA,"Curculigo latifolia","5",0,NA,NA,NA,"255"
"662","222,14",2012,NA,NA,NA,"Glochidion arborescens ","1",0,NA,NA,NA,"255_1"
"663","222,14",2012,NA,NA,NA,"Glochidion arborescens ","1",0,NA,NA,NA,"255"
"664","222,14",2012,NA,NA,NA,"local name: Secerek","2",0,NA,NA,NA,"255_1"
"665","222,14",2012,NA,NA,NA,"local name: Secerek","2",0,NA,NA,NA,"255"
"666","222,14",2012,NA,NA,NA,"Asystasia gangetica","2",1,NA,NA,NA,"255_1"
"667","222,14",2012,NA,NA,NA,"Asystasia gangetica","2",1,NA,NA,NA,"255"
"668","222,14",2012,NA,NA,NA,"local name: Pasak Bumi","2",0,NA,NA,NA,"255_1"
"669","222,14",2012,NA,NA,NA,"local name: Pasak Bumi","2",0,NA,NA,NA,"255"
"670","222,14",2012,NA,NA,NA,"Hevea brasiliensis","13",0,NA,NA,NA,"255_1"
"671","222,14",2012,NA,NA,NA,"Hevea brasiliensis","13",0,NA,NA,NA,"255"
"672","222,14",2012,NA,NA,NA,"Vitex pinnata","2",0,NA,NA,NA,"255_1"
"673","222,14",2012,NA,NA,NA,"Vitex pinnata","2",0,NA,NA,NA,"255"
"674","222,14",2012,NA,NA,NA,"Gynotroches axillaris","9",0,NA,NA,NA,"255_1"
"675","222,14",2012,NA,NA,NA,"Gynotroches axillaris","9",0,NA,NA,NA,"255"
"676","222,14",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"255_1"
"677","222,14",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"255"
"678","222,14",2012,NA,NA,NA,"Dicranopteris linearis","4",1,NA,NA,NA,"255_1"
"679","222,14",2012,NA,NA,NA,"Dicranopteris linearis","4",1,NA,NA,NA,"255"
"680","222,14",2012,NA,NA,NA,"Melastoma malabathricum","1",0,NA,NA,NA,"255_1"
"681","222,14",2012,NA,NA,NA,"Melastoma malabathricum","1",0,NA,NA,NA,"255"
"682","222,14",2012,NA,NA,NA,"Aidia densiflora","6",0,NA,NA,NA,"255_1"
"683","222,14",2012,NA,NA,NA,"Aidia densiflora","6",0,NA,NA,NA,"255"
"684","222,14",2012,NA,NA,NA,"Centotheca lappacea","16",0,NA,NA,NA,"255_1"
"685","222,14",2012,NA,NA,NA,"Centotheca lappacea","16",0,NA,NA,NA,"255"
"686","222,14",2012,NA,NA,NA,"Tetracera indica","7",0,NA,NA,NA,"255_1"
"687","222,14",2012,NA,NA,NA,"Tetracera indica","7",0,NA,NA,NA,"255"
"688","222,14",2012,NA,NA,NA,"Mussaenda frondosa","2",0,NA,NA,NA,"255_1"
"689","222,14",2012,NA,NA,NA,"Mussaenda frondosa","2",0,NA,NA,NA,"255"
"690","222,14",2012,NA,NA,NA,"Panicum repens","216",0,NA,NA,NA,"255_1"
"691","222,14",2012,NA,NA,NA,"Panicum repens","216",0,NA,NA,NA,"255"
"692","222,14",2012,NA,NA,NA,"Scleria levis","6",0,NA,NA,NA,"255_1"
"693","222,14",2012,NA,NA,NA,"Scleria levis","6",0,NA,NA,NA,"255"
"694","222,14",2012,NA,NA,NA,"Pandanus amaryllifolius","1",0,NA,NA,NA,"255_1"
"695","222,14",2012,NA,NA,NA,"Pandanus amaryllifolius","1",0,NA,NA,NA,"255"
"696","222,14",2012,NA,NA,NA,"Clidemia hirta","216",1,NA,NA,NA,"255_1"
"697","222,14",2012,NA,NA,NA,"Clidemia hirta","216",1,NA,NA,NA,"255"
"698","222,14",2012,NA,NA,NA,"Lygodium salicifolium","7",0,NA,NA,NA,"255_1"
"699","222,14",2012,NA,NA,NA,"Lygodium salicifolium","7",0,NA,NA,NA,"255"
"700","222,17",2012,NA,NA,NA,"Milettia spec.","4",0,NA,NA,NA,"258"
"701","222,17",2012,NA,NA,NA,"Lygodium salicifolium","2",0,NA,NA,NA,"258"
"702","222,17",2012,NA,NA,NA,"local name: Jengkol","1",0,NA,NA,NA,"258"
"703","222,17",2012,NA,NA,NA,"Piper aduncum","4",0,NA,NA,NA,"258"
"704","222,17",2012,NA,NA,NA,"Alocasia longifolia","2",0,NA,NA,NA,"258"
"705","222,17",2012,NA,NA,NA,"local name: Paku lamiding","9",0,NA,NA,NA,"258"
"706","222,17",2012,NA,NA,NA,"Psychotria viridiflora","2",0,NA,NA,NA,"258"
"707","222,17",2012,NA,NA,NA,"Clidemia hirta","32",1,NA,NA,NA,"258"
"708","222,17",2012,NA,NA,NA,"Lygodium circinatum","1",0,NA,NA,NA,"258"
"709","222,17",2012,NA,NA,NA,"Panicum repens","43",0,NA,NA,NA,"258"
"710","222,17",2012,NA,NA,NA,"Nephrolepis exaltata","3",0,NA,NA,NA,"258"
"711","222,17",2012,NA,NA,NA,"Hevea brasiliensis","1",0,NA,NA,NA,"258"
"712","222,17",2012,NA,NA,NA,"Agelaea spec.","5",0,NA,NA,NA,"258"
"713","222,17",2012,NA,NA,NA,"Phanera kockiana","9",0,NA,NA,NA,"258"
"714","222,17",2012,NA,NA,NA,"Selaginella spec.","36",0,NA,NA,NA,"258"
"715","222,19",2012,NA,NA,NA,"Clidemia hirta","4",1,NA,NA,NA,"260"
"716","222,19",2012,NA,NA,NA,"Spermaococe latifolia","394",0,NA,NA,NA,"260"
"717","222,19",2012,NA,NA,NA,"Paspalum conjugatum","21",0,NA,NA,NA,"260"
"718","222,19",2012,NA,NA,NA,"Breynia oblongifolia","6",0,NA,NA,NA,"260"
"719","222,19",2012,NA,NA,NA,"Cleome rutidosperma","5",0,NA,NA,NA,"260"
"720","223,01",2012,NA,NA,NA,"local name: Pasak bumi","1",0,NA,NA,NA,"266"
"721","223,01",2012,NA,NA,NA,"Arachis spec.","7",0,NA,NA,NA,"266"
"722","223,01",2012,NA,NA,NA,"Vitex pubescens","1",0,NA,NA,NA,"266"
"723","223,01",2012,NA,NA,NA,"Melastoma malabathricum","22",0,NA,NA,NA,"266"
"724","223,01",2012,NA,NA,NA,"Selaginella spec.","9",0,NA,NA,NA,"266"
"725","223,01",2012,NA,NA,NA,"Hevea brasiliensis","7",0,NA,NA,NA,"266"
"726","223,01",2012,NA,NA,NA,"Mikania micrantha","4",0,NA,NA,NA,"266"
"727","223,01",2012,NA,NA,NA,"Euria nitida","3",0,NA,NA,NA,"266"
"728","223,01",2012,NA,NA,NA,"Apocynaceae spec.","13",0,NA,NA,NA,"266"
"729","223,01",2012,NA,NA,NA,"Scleria bancana","21",0,NA,NA,NA,"266"
"730","223,01",2012,NA,NA,NA,"Euodia latifolia","1",0,NA,NA,NA,"266"
"731","223,01",2012,NA,NA,NA,"Imperata cylindrica","21",0,NA,NA,NA,"266"
"732","223,01",2012,NA,NA,NA,"Dicranopteris linearis","18",1,NA,NA,NA,"266"
"733","223,01",2012,NA,NA,NA,"Piper aduncum","18",0,NA,NA,NA,"266"
"734","223,01",2012,NA,NA,NA,"Breynia stipitata","6",0,NA,NA,NA,"266"
"735","223,01",2012,NA,NA,NA,"Gynotroches axillaris","4",0,NA,NA,NA,"266"
"736","223,01",2012,NA,NA,NA,"Syzygium spec.","1",0,NA,NA,NA,"266"
"737","223,01",2012,NA,NA,NA,"Aidia densiflora","14",0,NA,NA,NA,"266"
"738","223,01",2012,NA,NA,NA,"Nephrolepis exaltata","47",0,NA,NA,NA,"266"
"739","223,04",2012,NA,NA,NA,"Melastoma malabathricum","8",0,NA,NA,NA,"269"
"740","223,04",2012,NA,NA,NA,"Macaranga gigantea","16",0,NA,NA,NA,"269"
"741","223,04",2012,NA,NA,NA,"Chromolaena odorata","6",0,NA,NA,NA,"269"
"742","223,04",2012,NA,NA,NA,"local name: Anggrung","8",0,NA,NA,NA,"269"
"743","223,04",2012,NA,NA,NA,"Centotheca lappacea","57",0,NA,NA,NA,"269"
"744","223,04",2012,NA,NA,NA,"Clidemia hirta","25",1,NA,NA,NA,"269"
"745","223,04",2012,NA,NA,NA,"Nephrolepis exaltata","13",0,NA,NA,NA,"269"
"746","223,04",2012,NA,NA,NA,"Panicum repens","721",0,NA,NA,NA,"269"
"747","223,04",2012,NA,NA,NA,"Apocynaceae spec.","3",0,NA,NA,NA,"269"
"748","223,04",2012,NA,NA,NA,"Vitex pubescens","7",0,NA,NA,NA,"269"
"749","223,04",2012,NA,NA,NA,"Asystasia gangetica","12",1,NA,NA,NA,"269"
"750","223,04",2012,NA,NA,NA,"Lantana camara","5",0,NA,NA,NA,"269"
"751","223,05",2012,NA,NA,NA,"Lygodium arcinatum","16",0,NA,NA,NA,"270"
"752","223,05",2012,NA,NA,NA,"Melastoma malabathricum","8",0,NA,NA,NA,"270"
"753","223,05",2012,NA,NA,NA,"Chromolaena odorata","8",0,NA,NA,NA,"270"
"754","223,05",2012,NA,NA,NA,"Borreria latifolia","3",0,NA,NA,NA,"270"
"755","223,05",2012,NA,NA,NA,"Lygodium salicifolium","8",0,NA,NA,NA,"270"
"756","223,05",2012,NA,NA,NA,"Macaranga gigantea","2",0,NA,NA,NA,"270"
"757","223,05",2012,NA,NA,NA,"Imperata cylindrica","62",0,NA,NA,NA,"270"
"758","223,05",2012,NA,NA,NA,"local name: Kayu plangas","7",0,NA,NA,NA,"270"
"759","223,05",2012,NA,NA,NA,"Axonopus compressus","3",0,NA,NA,NA,"270"
"760","223,05",2012,NA,NA,NA,"local name: Kayu laban","1",0,NA,NA,NA,"270"
"761","223,05",2012,NA,NA,NA,"local name: Kayu medang","1",0,NA,NA,NA,"270"
"762","223,05",2012,NA,NA,NA,"Nephrolepis exaltata","6",0,NA,NA,NA,"270"
"763","223,05",2012,NA,NA,NA,"Sauropus androginus","2",0,NA,NA,NA,"270"
"764","223,05",2012,NA,NA,NA,"Panicum repens","4",0,NA,NA,NA,"270"
"765","223,05",2012,NA,NA,NA,"Mikania micrantha","7",0,NA,NA,NA,"270"
"766","223,05",2012,NA,NA,NA,"local name: Teh tehan","3",0,NA,NA,NA,"270"
"767","223,05",2012,NA,NA,NA,"Centotheca lappacea","17",0,NA,NA,NA,"270"
"768","223,05",2012,NA,NA,NA,"Clidemia hirta","203",1,NA,NA,NA,"270"
"769","223,05",2012,NA,NA,NA,"local name: Bangkung","3",0,NA,NA,NA,"270"
"770","223,05",2012,NA,NA,NA,"Apocynaceae spec.","7",0,NA,NA,NA,"270"
"771","223,05",2012,NA,NA,NA,"Scleria bancana","23",0,NA,NA,NA,"270"
"772","223,05",2012,NA,NA,NA,"Mussaenda frondosa","1",0,NA,NA,NA,"270"
"773","223,08",2012,NA,NA,NA,"local name: Pohon gronggang","1",0,NA,NA,NA,"273"
"774","223,08",2012,NA,NA,NA,"Calopogonium mucunoides","1",0,NA,NA,NA,"273"
"775","223,08",2012,NA,NA,NA,"Scleria bancana","3",0,NA,NA,NA,"273"
"776","223,08",2012,NA,NA,NA,"Melastoma malabathricum","5",0,NA,NA,NA,"273"
"777","223,08",2012,NA,NA,NA,"local name: kayu kelat","3",0,NA,NA,NA,"273"
"778","223,08",2012,NA,NA,NA,"Clidemia hirta","6",1,NA,NA,NA,"273"
"779","223,08",2012,NA,NA,NA,"Macaranga gigantea","2",0,NA,NA,NA,"273"
"780","223,12",2012,NA,NA,NA,"Imperata cylindrica","3",0,NA,NA,NA,"277"
"781","223,12",2012,NA,NA,NA,"Clidemia hirta","8",1,NA,NA,NA,"277"
"782","223,12",2012,NA,NA,NA,"Axonopus compressus","6",0,NA,NA,NA,"277"
"783","223,12",2012,NA,NA,NA,"Vitex pubescens","15",0,NA,NA,NA,"277"
"784","223,12",2012,NA,NA,NA,"Unident 15","2",0,NA,NA,NA,"277"
"785","223,12",2012,NA,NA,NA,"Melastoma malabathricum","5",0,NA,NA,NA,"277"
"786","223,14",2012,NA,NA,NA,"Macaranga gigantea","84",0,NA,NA,NA,"279"
"787","223,14",2012,NA,NA,NA,"Scleria bancana","16",0,NA,NA,NA,"279"
"788","223,14",2012,NA,NA,NA,"Rinorea lanceolata","2",0,NA,NA,NA,"279"
"789","223,14",2012,NA,NA,NA,"Aracea spec. Fi1103-1107","2",0,NA,NA,NA,"279"
"790","223,14",2012,NA,NA,NA,"Nephrolepis exaltata","400",0,NA,NA,NA,"279"
"791","223,14",2012,NA,NA,NA,"Clidemia hirta","875",1,NA,NA,NA,"279"
"792","223,14",2012,NA,NA,NA,"local name: Terpus","5",0,NA,NA,NA,"279"
"793","223,14",2012,NA,NA,NA,"Palaquium obovatum","1",0,NA,NA,NA,"279"
"794","223,14",2012,NA,NA,NA,"Apocynaceae spec.","75",0,NA,NA,NA,"279"
"795","223,14",2012,NA,NA,NA,"Lygodium circinatum","25",0,NA,NA,NA,"279"
"796","223,17",2012,NA,NA,NA,"Nephrolepis exaltata","19",0,NA,NA,NA,"282"
"797","223,17",2012,NA,NA,NA,"Scleria bancana","12",0,NA,NA,NA,"282"
"798","223,17",2012,NA,NA,NA,"Centotheca lappacea","11",0,NA,NA,NA,"282"
"799","223,17",2012,NA,NA,NA,"Uncaria glabrata","2",0,NA,NA,NA,"282"
"800","223,17",2012,NA,NA,NA,"Tetracea scandens","16",0,NA,NA,NA,"282"
"801","223,17",2012,NA,NA,NA,"Clidemia hirta","23",1,NA,NA,NA,"282"
"802","223,17",2012,NA,NA,NA,"Lygodium arcinatum","3",0,NA,NA,NA,"282"
"803","223,17",2012,NA,NA,NA,"Macaranga gigantea","7",0,NA,NA,NA,"282"
"804","223,17",2012,NA,NA,NA,"local name: Waru","1",0,NA,NA,NA,"282"
"805","223,17",2012,NA,NA,NA,"Cratoxylum sumatranum","4",0,NA,NA,NA,"282"
"806","223,17",2012,NA,NA,NA,"Panicum repens","15",0,NA,NA,NA,"282"
"807","223,17",2012,NA,NA,NA,"Alstonia scholaris","1",0,NA,NA,NA,"282"
"808","223,17",2012,NA,NA,NA,"Euria nitida","8",0,NA,NA,NA,"282"
"809","223,17",2012,NA,NA,NA,"Macaranga triloba","2",0,NA,NA,NA,"282"
"810","223,17",2012,NA,NA,NA,"local name: Marpui","2",0,NA,NA,NA,"282"
"811","223,17",2012,NA,NA,NA,"Hevea brasiliensis","1",0,NA,NA,NA,"282"
"812","223,17",2012,NA,NA,NA,"Dicranopteris linearis","4",1,NA,NA,NA,"282"
"813","223,17",2012,NA,NA,NA,"local name: Paku tenah","3",0,NA,NA,NA,"282"
"814","241,01",2012,NA,NA,NA,"Christella parasitica","12",0,NA,NA,NA,"325"
"815","241,01",2012,NA,NA,NA,"Syzygium zollingeranium","4",0,NA,NA,NA,"325"
"816","241,01",2012,NA,NA,NA,"Scleria bancana","24",0,NA,NA,NA,"325"
"817","241,01",2012,NA,NA,NA,"Selaginella spec.","31",0,NA,NA,NA,"325"
"818","241,01",2012,NA,NA,NA,"Centotheca lappacea","39",0,NA,NA,NA,"325"
"819","241,01",2012,NA,NA,NA,"Clidemia hirta","52",1,NA,NA,NA,"325"
"820","241,01",2012,NA,NA,NA,"Macaranga gigantea","2",0,NA,NA,NA,"325"
"821","241,01",2012,NA,NA,NA,"local name: gear like","6",0,NA,NA,NA,"325"
"822","241,01",2012,NA,NA,NA,"Elaeis guineensis","5",0,NA,NA,NA,"325"
"823","241,02",2012,NA,NA,NA,"Christella parasitica","6",0,NA,NA,NA,"326"
"824","241,02",2012,NA,NA,NA,"Asystasia gangetica","11",1,NA,NA,NA,"326"
"825","241,02",2012,NA,NA,NA,"Dicranopteris linearis","2",1,NA,NA,NA,"326"
"826","241,02",2012,NA,NA,NA,"Centotheca lappacea","7",0,NA,NA,NA,"326"
"827","241,02",2012,NA,NA,NA,"Selaginella spec.","14",0,NA,NA,NA,"326"
"828","241,02",2012,NA,NA,NA,"Elaeis guineensis","8",0,NA,NA,NA,"326"
"829","241,02",2012,NA,NA,NA,"Panicum repens","12",0,NA,NA,NA,"326"
"830","241,02",2012,NA,NA,NA,"Clidemia hirta","67",1,NA,NA,NA,"326"
"831","241,02",2012,NA,NA,NA,"Legazpia polygonoides","2",0,NA,NA,NA,"326"
"832","241,02",2012,NA,NA,NA,"Ageratum conyzoides","1",1,NA,NA,NA,"326"
"833","241,02",2012,NA,NA,NA,"Lygodium circinatum","18",0,NA,NA,NA,"326"
"834","241,02",2012,NA,NA,NA,"Axonopus compressus","4",0,NA,NA,NA,"326"
"835","241,05",2012,NA,NA,NA,"Centotheca spec.","86",0,NA,NA,NA,"329"
"836","241,05",2012,NA,NA,NA,"Melastoma malabathricum","2",0,NA,NA,NA,"329"
"837","241,05",2012,NA,NA,NA,"Clidemia hirta","141",1,NA,NA,NA,"329"
"838","241,05",2012,NA,NA,NA,"Axonopus compressus","7",0,NA,NA,NA,"329"
"839","241,05",2012,NA,NA,NA,"Elaeis guineensis","3",0,NA,NA,NA,"329"
"840","241,05",2012,NA,NA,NA,"Vitex pubescens","1",0,NA,NA,NA,"329"
"841","241,05",2012,NA,NA,NA,"Lygodium circinatum","8",0,NA,NA,NA,"329"
"842","241,05",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"329"
"843","242,01",2012,NA,NA,NA,"Melastoma malabathricum","1",0,NA,NA,NA,"349"
"844","242,01",2012,NA,NA,NA,"Clidemia hirta","384",1,NA,NA,NA,"349"
"845","242,01",2012,NA,NA,NA,"Davalia denticulata","34",0,NA,NA,NA,"349"
"846","242,01",2012,NA,NA,NA,"Elaeis guineensis","5",0,NA,NA,NA,"349"
"847","242,01",2012,NA,NA,NA,"Centotheca lappacea","85",0,NA,NA,NA,"349"
"848","242,03",2012,NA,NA,NA,"Unident 31","3",0,NA,NA,NA,"351"
"849","242,03",2012,NA,NA,NA,"local name: Saga","3",0,NA,NA,NA,"351"
"850","242,03",2012,NA,NA,NA,"Dicranopteris linearis","2",1,NA,NA,NA,"351"
"851","242,03",2012,NA,NA,NA,"Unident 32","26",0,NA,NA,NA,"351"
"852","242,03",2012,NA,NA,NA,"Hibiscus mutabilis","4",0,NA,NA,NA,"351"
"853","242,03",2012,NA,NA,NA,"Lygodium circinatum","37",0,NA,NA,NA,"351"
"854","242,03",2012,NA,NA,NA,"Axonopus compressus","8",0,NA,NA,NA,"351"
"855","242,03",2012,NA,NA,NA,"Elaeis guineensis","7",0,NA,NA,NA,"351"
"856","242,03",2012,NA,NA,NA,"Apocynaceae spec.","16",0,NA,NA,NA,"351"
"857","242,03",2012,NA,NA,NA,"Scleria bancana","5",0,NA,NA,NA,"351"
"858","242,03",2012,NA,NA,NA,"Melastoma malabathricum","85",0,NA,NA,NA,"351"
"859","242,03",2012,NA,NA,NA,"Clidemia hirta","199",1,NA,NA,NA,"351"
"860","242,03",2012,NA,NA,NA,"Unident 33","4",0,NA,NA,NA,"351"
"861","242,03",2012,NA,NA,NA,"local name: Sing koyok macaranga","1",0,NA,NA,NA,"351"
"862","242,03",2012,NA,NA,NA,"Unident 30","8",0,NA,NA,NA,"351"
"863","242,03",2012,NA,NA,NA,"Unident 28","1",0,NA,NA,NA,"351"
"864","242,03",2012,NA,NA,NA,"local name: Gawal-gawal","1",0,NA,NA,NA,"351"
"865","242,03",2012,NA,NA,NA,"Unident 29","4",0,NA,NA,NA,"351"
"866","242,06",2012,NA,NA,NA,"Asystasia gangetica","3",1,NA,NA,NA,"354"
"867","242,06",2012,NA,NA,NA,"Dicranopteris linearis","89",1,NA,NA,NA,"354"
"868","242,06",2012,NA,NA,NA,"Clidemia hirta","41",1,NA,NA,NA,"354"
"869","242,06",2012,NA,NA,NA,"Lygodium circinatum","20",0,NA,NA,NA,"354"
"870","242,06",2012,NA,NA,NA,"Calopogonium mucunoides","4",0,NA,NA,NA,"354"
"871","242,06",2012,NA,NA,NA,"Imperata cylindrica","15",0,NA,NA,NA,"354"
"872","242,06",2012,NA,NA,NA,"Lygodium salicifolium","4",0,NA,NA,NA,"354"
"873","242,06",2012,NA,NA,NA,"Elaeis guineensis","5",0,NA,NA,NA,"354"
"874","242,06",2012,NA,NA,NA,"Axonopus compressus","40",0,NA,NA,NA,"354"
"875","242,06",2012,NA,NA,NA,"local name: Kayu pulai","1",0,NA,NA,NA,"354"
"876","242,06",2012,NA,NA,NA,"Apocynaceae spec.","1",0,NA,NA,NA,"354"
"877","242,06",2012,NA,NA,NA,"Melastoma malabathricum","7",0,NA,NA,NA,"354"
"878","242,06",2012,NA,NA,NA,"Mikania micrantha","3",0,NA,NA,NA,"354"
"879","242,07",2012,NA,NA,NA,"Lygodium circinatum","18",0,NA,NA,NA,"355"
"880","242,07",2012,NA,NA,NA,"Uncaria glabrata","2",0,NA,NA,NA,"355"
"881","242,07",2012,NA,NA,NA,"Axonopus compressus","43",0,NA,NA,NA,"355"
"882","242,07",2012,NA,NA,NA,"Scleria bancana","31",0,NA,NA,NA,"355"
"883","242,07",2012,NA,NA,NA,"Melastoma malabathricum","27",0,NA,NA,NA,"355"
"884","242,07",2012,NA,NA,NA,"Pandanus spec.","2",0,NA,NA,NA,"355"
"885","242,07",2012,NA,NA,NA,"Elaeis guineensis","29",0,NA,NA,NA,"355"
"886","242,07",2012,NA,NA,NA,"Hibiscus mutabilis","1",0,NA,NA,NA,"355"
"887","242,07",2012,NA,NA,NA,"Mikania micrantha","6",0,NA,NA,NA,"355"
"888","242,07",2012,NA,NA,NA,"Nephrolepis spec.","7",0,NA,NA,NA,"355"
"889","242,07",2012,NA,NA,NA,"Taenitis blechnoides","8",0,NA,NA,NA,"355"
"890","242,07",2012,NA,NA,NA,"Centotheca lappacea","84",0,NA,NA,NA,"355"
